MEM,MEM vs. BKN,11/26/2017,,L,48,45.0%,0.225,15.4,26.2%,53.4%,0.311,20.9,33.3%,
MIA,MIA @ CHI,11/26/2017,,W,48,54.0%,0.307,13.4,2.4%,44.9%,0.180,14.4,13.7%,
BKN,BKN @ MEM,11/26/2017,,W,48,53.4%,0.311,20.9,33.3%,45.0%,0.225,15.4,26.2%,
NYK,NYK @ HOU,11/25/2017,,L,48,51.8%,0.224,17.1,15.4%,53.2%,0.234,7.8,20.9%,
ATL,ATL vs. TOR,11/25/2017,,L,48,38.7%,0.307,19.6,16.7%,62.5%,0.107,17.2,30.6%,
DAL,DAL vs. OKC,11/25/2017,,W,48,59.3%,0.147,19.1,20.5%,44.4%,0.163,17.9,18.6%,
GSW,GSW vs. NOP,11/25/2017,,W,48,46.8%,0.287,9.5,23.4%,47.0%,0.274,16.6,21.4%,
BOS,BOS @ IND,11/25/2017,,W,48,62.5%,0.113,15.8,13.3%,53.2%,0.192,21.1,27.8%,
CHA,CHA vs. SAS,11/25/2017,,L,48,39.3%,0.310,14.7,27.5%,51.9%,0.309,11.6,22.2%,
LAC,LAC @ SAC,11/25/2017,,W,48,53.1%,0.163,18.4,17.1%,52.4%,0.108,18.6,20.5%,
OKC,OKC @ DAL,11/25/2017,,L,48,44.4%,0.163,17.9,18.6%,59.3%,0.147,19.1,20.5%,
ORL,ORL @ PHI,11/25/2017,,L,48,52.3%,0.360,9.7,14.3%,58.9%,0.211,10.6,24.4%,
MIL,MIL @ UTA,11/25/2017,,L,48,58.4%,0.299,17.7,24.2%,67.9%,0.235,10.6,13.5%,
POR,POR @ WAS,11/25/2017,,W,48,56.9%,0.275,16.1,16.7%,50.6%,0.180,11.0,16.7%,
TOR,TOR @ ATL,11/25/2017,,W,48,62.5%,0.107,17.2,30.6%,38.7%,0.307,19.6,16.7%,
HOU,HOU vs. NYK,11/25/2017,,W,48,53.2%,0.234,7.8,20.9%,51.8%,0.224,17.1,15.4%,
UTA,UTA vs. MIL,11/25/2017,,W,48,67.9%,0.235,10.6,13.5%,58.4%,0.299,17.7,24.2%,
WAS,WAS vs. POR,11/25/2017,,L,48,50.6%,0.180,11.0,16.7%,56.9%,0.275,16.1,16.7%,
SAC,SAC vs. LAC,11/25/2017,,L,48,52.4%,0.108,18.6,20.5%,53.1%,0.163,18.4,17.1%,
NOP,NOP @ GSW,11/25/2017,,L,48,47.0%,0.274,16.6,21.4%,46.8%,0.287,9.5,23.4%,
SAS,SAS @ CHA,11/25/2017,,W,48,51.9%,0.309,11.6,22.2%,39.3%,0.310,14.7,27.5%,
IND,IND vs. BOS,11/25/2017,,L,48,53.2%,0.192,21.1,27.8%,62.5%,0.113,15.8,13.3%,
PHI,PHI vs. ORL,11/25/2017,,W,48,58.9%,0.211,10.6,24.4%,52.3%,0.360,9.7,14.3%,
ORL,ORL @ BOS,11/24/2017,,L,48,47.9%,0.200,12.1,32.7%,55.5%,0.275,9.2,27.1%,
MEM,MEM @ DEN,11/24/2017,,L,48,55.5%,0.219,18.9,7.9%,56.3%,0.329,21.8,42.9%,
TOR,TOR @ IND,11/24/2017,,L,48,54.9%,0.247,19.5,18.4%,52.4%,0.325,15.9,22.2%,
DEN,DEN vs. MEM,11/24/2017,,W,48,56.3%,0.329,21.8,42.9%,55.5%,0.219,18.9,7.9%,
MIN,MIN vs. MIA,11/24/2017,,L,48,48.2%,0.310,10.8,28.3%,59.4%,0.200,15.2,22.5%,
NOP,NOP @ PHX,11/24/2017,,W,48,54.4%,0.242,15.4,28.3%,40.4%,0.191,16.4,29.4%,
BOS,BOS vs. ORL,11/24/2017,,W,48,55.5%,0.275,9.2,27.1%,47.9%,0.200,12.1,32.7%,
OKC,OKC vs. DET,11/24/2017,,L,48,46.9%,0.082,14.5,27.1%,54.8%,0.107,20.8,20.0%,
CHA,CHA @ CLE,11/24/2017,,L,48,44.1%,0.287,9.0,26.3%,53.6%,0.181,12.2,7.0%,
ATL,ATL vs. NYK,11/24/2017,,W,48,54.0%,0.121,9.9,28.3%,59.0%,0.179,20.2,15.6%,
PHX,PHX vs. NOP,11/24/2017,,L,48,40.4%,0.191,16.4,29.4%,54.4%,0.242,15.4,28.3%,
MIA,MIA @ MIN,11/24/2017,,W,48,59.4%,0.200,15.2,22.5%,48.2%,0.310,10.8,28.3%,
CLE,CLE vs. CHA,11/24/2017,,W,48,53.6%,0.181,12.2,7.0%,44.1%,0.287,9.0,26.3%,
NYK,NYK @ ATL,11/24/2017,,L,48,59.0%,0.179,20.2,15.6%,54.0%,0.121,9.9,28.3%,
POR,POR @ BKN,11/24/2017,,W,48,53.1%,0.365,6.6,26.1%,55.0%,0.210,8.6,28.3%,
BKN,BKN vs. POR,11/24/2017,,L,48,55.0%,0.210,8.6,28.3%,53.1%,0.365,6.6,26.1%,
IND,IND vs. TOR,11/24/2017,,W,48,52.4%,0.325,15.9,22.2%,54.9%,0.247,19.5,18.4%,
GSW,GSW vs. CHI,11/24/2017,,W,48,67.0%,0.231,10.5,18.2%,41.9%,0.152,13.9,23.2%,
DET,DET @ OKC,11/24/2017,,W,48,54.8%,0.107,20.8,20.0%,46.9%,0.082,14.5,27.1%,
CHI,CHI @ GSW,11/24/2017,,L,48,41.9%,0.152,13.9,23.2%,67.0%,0.231,10.5,18.2%,
SAS,SAS @ NOP,11/22/2017,,L,48,43.2%,0.170,15.6,17.4%,52.5%,0.296,15.9,18.4%,
DEN,DEN @ HOU,11/22/2017,,L,48,46.0%,0.264,20.4,28.3%,65.9%,0.280,17.6,22.2%,
PHI,PHI vs. POR,11/22/2017,,W,48,49.4%,0.189,17.2,22.9%,37.6%,0.270,16.1,19.3%,
POR,POR @ PHI,11/22/2017,,L,48,37.6%,0.270,16.1,19.3%,49.4%,0.189,17.2,22.9%,
OKC,OKC vs. GSW,11/22/2017,,W,48,50.0%,0.289,16.1,28.9%,47.5%,0.225,21.4,15.9%,
CLE,CLE vs. BKN,11/22/2017,,W,48,61.0%,0.329,10.0,10.5%,60.5%,0.198,19.2,21.6%,
WAS,WAS @ CHA,11/22/2017,,L,53,54.0%,0.222,11.5,20.9%,52.7%,0.440,11.3,29.2%,
MIL,MIL @ PHX,11/22/2017,,W,53,47.4%,0.320,13.3,25.5%,43.5%,0.355,25.3,43.1%,
MIN,MIN vs. ORL,11/22/2017,,W,48,50.6%,0.517,7.6,21.3%,57.1%,0.242,13.8,17.9%,
GSW,GSW @ OKC,11/22/2017,,L,48,47.5%,0.225,21.4,15.9%,50.0%,0.289,16.1,28.9%,
NYK,NYK vs. TOR,11/22/2017,,W,48,50.5%,0.183,12.1,30.2%,50.6%,0.207,15.3,26.1%,
ORL,ORL @ MIN,11/22/2017,,L,48,57.1%,0.242,13.8,17.9%,50.6%,0.517,7.6,21.3%,
SAC,SAC vs. LAL,11/22/2017,,W,48,61.2%,0.165,17.3,26.3%,59.6%,0.192,17.4,10.5%,
DAL,DAL @ MEM,11/22/2017,,W,48,47.8%,0.176,7.8,8.0%,50.0%,0.173,17.3,14.3%,
LAL,LAL @ SAC,11/22/2017,,L,48,59.6%,0.192,17.4,10.5%,61.2%,0.165,17.3,26.3%,
BKN,BKN @ CLE,11/22/2017,,L,48,60.5%,0.198,19.2,21.6%,61.0%,0.329,10.0,10.5%,
LAC,LAC @ ATL,11/22/2017,,W,48,67.8%,0.250,17.8,18.2%,54.2%,0.181,15.7,25.0%,
PHX,PHX vs. MIL,11/22/2017,,L,53,43.5%,0.355,25.3,43.1%,47.4%,0.320,13.3,25.5%,
CHA,CHA vs. WAS,11/22/2017,,W,53,52.7%,0.440,11.3,29.2%,54.0%,0.222,11.5,20.9%,
MIA,MIA vs. BOS,11/22/2017,,W,48,55.6%,0.198,16.5,18.9%,47.0%,0.321,11.0,14.6%,
HOU,HOU vs. DEN,11/22/2017,,W,48,65.9%,0.280,17.6,22.2%,46.0%,0.264,20.4,28.3%,
ATL,ATL vs. LAC,11/22/2017,,L,48,54.2%,0.181,15.7,25.0%,67.8%,0.250,17.8,18.2%,
NOP,NOP vs. SAS,11/22/2017,,W,48,52.5%,0.296,15.9,18.4%,43.2%,0.170,15.6,17.4%,
CHI,CHI @ UTA,11/22/2017,,L,48,40.4%,0.256,16.9,17.8%,54.7%,0.221,7.5,18.6%,
TOR,TOR @ NYK,11/22/2017,,L,48,50.6%,0.207,15.3,26.1%,50.5%,0.183,12.1,30.2%,
BOS,BOS @ MIA,11/22/2017,,L,48,47.0%,0.321,11.0,14.6%,55.6%,0.198,16.5,18.9%,
MEM,MEM vs. DAL,11/22/2017,,L,48,50.0%,0.173,17.3,14.3%,47.8%,0.176,7.8,8.0%,
UTA,UTA vs. CHI,11/22/2017,,W,48,54.7%,0.221,7.5,18.6%,40.4%,0.256,16.9,17.8%,
LAL,LAL vs. CHI,11/21/2017,,W,48,47.2%,0.278,13.6,23.5%,44.1%,0.170,14.0,26.8%,
CHI,CHI @ LAL,11/21/2017,,L,48,44.1%,0.170,14.0,26.8%,47.2%,0.278,13.6,23.5%,
CHA,CHA vs. MIN,11/20/2017,,W,48,55.9%,0.341,16.4,28.2%,44.4%,0.289,10.7,19.6%,
WAS,WAS @ MIL,11/20/2017,,W,48,58.8%,0.230,19.7,22.9%,46.8%,0.241,10.9,13.6%,
DAL,DAL vs. BOS,11/20/2017,,L,53,44.3%,0.208,10.2,14.3%,53.0%,0.310,15.8,11.9%,
ORL,ORL vs. IND,11/20/2017,,L,48,49.4%,0.274,20.9,21.6%,46.1%,0.326,12.2,17.0%,
NYK,NYK vs. LAC,11/20/2017,,W,48,51.2%,0.309,22.0,35.0%,43.8%,0.263,21.7,21.3%,
UTA,UTA @ PHI,11/20/2017,,L,48,40.6%,0.224,13.9,13.2%,54.1%,0.259,18.9,25.0%,
NOP,NOP vs. OKC,11/20/2017,,W,48,55.6%,0.400,17.9,18.4%,48.9%,0.292,13.3,17.6%,
LAC,LAC @ NYK,11/20/2017,,L,48,43.8%,0.263,21.7,21.3%,51.2%,0.309,22.0,35.0%,
MIL,MIL vs. WAS,11/20/2017,,L,48,46.8%,0.241,10.9,13.6%,58.8%,0.230,19.7,22.9%,
MEM,MEM vs. POR,11/20/2017,,L,48,43.0%,0.267,8.1,10.0%,43.4%,0.386,17.2,33.3%,
BOS,BOS @ DAL,11/20/2017,,W,53,53.0%,0.310,15.8,11.9%,44.3%,0.208,10.2,14.3%,
DET,DET vs. CLE,11/20/2017,,L,48,52.6%,0.169,15.6,16.7%,62.5%,0.213,12.0,20.6%,
PHI,PHI vs. UTA,11/20/2017,,W,48,54.1%,0.259,18.9,25.0%,40.6%,0.224,13.9,13.2%,
CLE,CLE @ DET,11/20/2017,,W,48,62.5%,0.213,12.0,20.6%,52.6%,0.169,15.6,16.7%,
SAS,SAS vs. ATL,11/20/2017,,W,48,50.6%,0.067,18.8,32.6%,48.2%,0.094,15.9,19.1%,
ATL,ATL @ SAS,11/20/2017,,L,48,48.2%,0.094,15.9,19.1%,50.6%,0.067,18.8,32.6%,
SAC,SAC vs. DEN,11/20/2017,,L,48,52.3%,0.105,14.1,12.5%,57.6%,0.233,14.8,32.6%,
MIN,MIN @ CHA,11/20/2017,,L,48,44.4%,0.289,10.7,19.6%,55.9%,0.341,16.4,28.2%,
DEN,DEN @ SAC,11/20/2017,,W,48,57.6%,0.233,14.8,32.6%,52.3%,0.105,14.1,12.5%,
IND,IND @ ORL,11/20/2017,,W,48,46.1%,0.326,12.2,17.0%,49.4%,0.274,20.9,21.6%,
POR,POR @ MEM,11/20/2017,,W,48,43.4%,0.386,17.2,33.3%,43.0%,0.267,8.1,10.0%,
OKC,OKC @ NOP,11/20/2017,,L,48,48.9%,0.292,13.3,17.6%,55.6%,0.400,17.9,18.4%,
WAS,WAS @ TOR,11/19/2017,,L,48,48.8%,0.259,14.5,17.8%,50.0%,0.156,8.6,23.9%,
DET,DET @ MIN,11/19/2017,,W,48,51.8%,0.241,19.0,25.6%,54.5%,0.231,20.8,18.8%,
DEN,DEN @ LAL,11/19/2017,,L,48,50.6%,0.417,20.3,34.0%,59.0%,0.160,13.8,30.2%,
IND,IND @ MIA,11/19/2017,,W,48,66.5%,0.094,15.0,26.5%,50.0%,0.169,17.7,23.3%,
TOR,TOR vs. WAS,11/19/2017,,W,48,50.0%,0.156,8.6,23.9%,48.8%,0.259,14.5,17.8%,
GSW,GSW @ BKN,11/19/2017,,W,48,56.7%,0.256,13.7,13.3%,44.2%,0.411,11.6,20.3%,
LAL,LAL vs. DEN,11/19/2017,,W,48,59.0%,0.160,13.8,30.2%,50.6%,0.417,20.3,34.0%,
CHI,CHI @ PHX,11/19/2017,,L,48,47.5%,0.139,12.0,23.5%,54.5%,0.247,10.9,20.5%,
MIA,MIA vs. IND,11/19/2017,,L,48,50.0%,0.169,17.7,23.3%,66.5%,0.094,15.0,26.5%,
PHX,PHX vs. CHI,11/19/2017,,W,48,54.5%,0.247,10.9,20.5%,47.5%,0.139,12.0,23.5%,
BKN,BKN vs. GSW,11/19/2017,,L,48,44.2%,0.411,11.6,20.3%,56.7%,0.256,13.7,13.3%,
MIN,MIN vs. DET,11/19/2017,,L,48,54.5%,0.231,20.8,18.8%,51.8%,0.241,19.0,25.6%,
CHA,CHA vs. LAC,11/18/2017,,W,48,45.4%,0.333,8.0,17.8%,44.6%,0.229,14.2,14.6%,
ORL,ORL vs. UTA,11/18/2017,,L,48,43.2%,0.284,16.6,21.6%,55.1%,0.184,10.7,28.6%,
POR,POR vs. SAC,11/18/2017,,W,48,61.4%,0.300,20.4,15.6%,42.7%,0.202,11.1,18.8%,
HOU,HOU @ MEM,11/18/2017,,W,48,56.4%,0.269,17.0,21.4%,40.1%,0.221,14.1,29.4%,
UTA,UTA @ ORL,11/18/2017,,W,48,55.1%,0.184,10.7,28.6%,43.2%,0.284,16.6,21.6%,
PHI,PHI vs. GSW,11/18/2017,,L,48,53.6%,0.165,10.6,22.9%,58.8%,0.220,12.8,27.5%,
SAC,SAC @ POR,11/18/2017,,L,48,42.7%,0.202,11.1,18.8%,61.4%,0.300,20.4,15.6%,
MEM,MEM vs. HOU,11/18/2017,,L,48,40.1%,0.221,14.1,29.4%,56.4%,0.269,17.0,21.4%,
ATL,ATL vs. BOS,11/18/2017,,L,48,53.2%,0.256,14.8,15.8%,57.3%,0.244,16.4,23.7%,
GSW,GSW @ PHI,11/18/2017,,W,48,58.8%,0.220,12.8,27.5%,53.6%,0.165,10.6,22.9%,
BOS,BOS @ ATL,11/18/2017,,W,48,57.3%,0.244,16.4,23.7%,53.2%,0.256,14.8,15.8%,
LAC,LAC @ CHA,11/18/2017,,L,48,44.6%,0.229,14.2,14.6%,45.4%,0.333,8.0,17.8%,
MIL,MIL @ DAL,11/18/2017,,L,48,41.9%,0.419,14.0,16.0%,60.1%,0.241,18.3,18.9%,
DAL,DAL vs. MIL,11/18/2017,,W,48,60.1%,0.241,18.3,18.9%,41.9%,0.419,14.0,16.0%,
CHA,CHA @ CHI,11/17/2017,,L,48,58.0%,0.420,12.5,13.9%,61.0%,0.143,10.6,9.8%,
BKN,BKN vs. UTA,11/17/2017,,W,48,61.3%,0.238,12.8,12.1%,57.0%,0.304,16.7,23.8%,
CLE,CLE vs. LAC,11/17/2017,,W,53,52.8%,0.322,13.7,16.0%,49.5%,0.136,13.5,23.2%,
IND,IND vs. DET,11/17/2017,,W,48,52.2%,0.236,10.5,28.9%,49.5%,0.108,11.3,22.4%,
NYK,NYK @ TOR,11/17/2017,,L,48,37.9%,0.187,10.6,27.5%,62.2%,0.141,13.1,9.4%,
SAC,SAC vs. POR,11/17/2017,,W,48,44.7%,0.176,14.0,26.7%,41.4%,0.198,18.9,26.2%,
POR,POR @ SAC,11/17/2017,,L,48,41.4%,0.198,18.9,26.2%,44.7%,0.176,14.0,26.7%,
DAL,DAL vs. MIN,11/17/2017,,L,48,41.9%,0.198,11.8,22.9%,54.2%,0.274,10.7,26.8%,
TOR,TOR vs. NYK,11/17/2017,,W,48,62.2%,0.141,13.1,9.4%,37.9%,0.187,10.6,27.5%,
MIN,MIN @ DAL,11/17/2017,,W,48,54.2%,0.274,10.7,26.8%,41.9%,0.198,11.8,22.9%,
SAS,SAS vs. OKC,11/17/2017,,W,48,53.2%,0.364,14.4,30.0%,48.9%,0.236,9.6,28.9%,
CHI,CHI vs. CHA,11/17/2017,,W,48,61.0%,0.143,10.6,9.8%,58.0%,0.420,12.5,13.9%,
OKC,OKC @ SAS,11/17/2017,,L,48,48.9%,0.236,9.6,28.9%,53.2%,0.364,14.4,30.0%,
UTA,UTA @ BKN,11/17/2017,,L,48,57.0%,0.304,16.7,23.8%,61.3%,0.238,12.8,12.1%,
PHX,PHX @ LAL,11/17/2017,,W,48,52.9%,0.184,12.0,18.4%,53.3%,0.264,17.0,20.5%,
LAC,LAC @ CLE,11/17/2017,,L,53,49.5%,0.136,13.5,23.2%,52.8%,0.322,13.7,16.0%,
DET,DET @ IND,11/17/2017,,L,48,49.5%,0.108,11.3,22.4%,52.2%,0.236,10.5,28.9%,
DEN,DEN vs. NOP,11/17/2017,,W,48,73.0%,0.236,15.0,38.2%,59.3%,0.110,12.9,18.6%,
WAS,WAS vs. MIA,11/17/2017,,L,48,44.0%,0.190,12.5,14.3%,47.0%,0.217,15.6,20.4%,
NOP,NOP @ DEN,11/17/2017,,L,48,59.3%,0.110,12.9,18.6%,73.0%,0.236,15.0,38.2%,
LAL,LAL vs. PHX,11/17/2017,,L,48,53.3%,0.264,17.0,20.5%,52.9%,0.184,12.0,18.4%,
MIA,MIA @ WAS,11/17/2017,,W,48,47.0%,0.217,15.6,20.4%,44.0%,0.190,12.5,14.3%,
GSW,GSW @ BOS,11/16/2017,,L,48,46.3%,0.232,15.3,13.5%,37.3%,0.481,14.5,14.9%,
HOU,HOU @ PHX,11/16/2017,,W,48,59.4%,0.422,12.9,27.9%,50.0%,0.202,13.4,29.1%,
BOS,BOS vs. GSW,11/16/2017,,W,48,37.3%,0.481,14.5,14.9%,46.3%,0.232,15.3,13.5%,
PHX,PHX vs. HOU,11/16/2017,,L,48,50.0%,0.202,13.4,29.1%,59.4%,0.422,12.9,27.9%,
NYK,NYK vs. UTA,11/15/2017,,W,48,52.5%,0.309,12.1,30.0%,53.8%,0.215,15.3,21.4%,
CHA,CHA vs. CLE,11/15/2017,,L,48,51.2%,0.326,12.6,18.6%,51.1%,0.211,13.8,32.7%,
ATL,ATL vs. SAC,11/15/2017,,W,48,73.4%,0.203,20.6,33.3%,38.6%,0.227,12.3,20.0%,
WAS,WAS @ MIA,11/15/2017,,W,48,46.8%,0.397,13.0,26.8%,49.4%,0.244,18.6,29.3%,
DET,DET @ MIL,11/15/2017,,L,48,44.1%,0.271,18.7,34.7%,53.8%,0.269,16.4,28.2%,
POR,POR vs. ORL,11/15/2017,,W,48,51.7%,0.149,13.6,22.7%,53.8%,0.114,16.5,18.4%,
NOP,NOP vs. TOR,11/15/2017,,L,48,56.0%,0.154,13.8,24.4%,69.7%,0.263,21.0,21.4%,
PHI,PHI @ LAL,11/15/2017,,W,48,52.9%,0.349,14.9,18.6%,39.9%,0.248,8.3,33.3%,
MEM,MEM vs. IND,11/15/2017,,L,48,55.8%,0.256,14.2,26.2%,57.6%,0.235,11.9,13.5%,
TOR,TOR @ NOP,11/15/2017,,W,48,69.7%,0.263,21.0,21.4%,56.0%,0.154,13.8,24.4%,
MIA,MIA vs. WAS,11/15/2017,,L,48,49.4%,0.244,18.6,29.3%,46.8%,0.397,13.0,26.8%,
MIL,MIL vs. DET,11/15/2017,,W,48,53.8%,0.269,16.4,28.2%,44.1%,0.271,18.7,34.7%,
OKC,OKC vs. CHI,11/15/2017,,W,48,41.7%,0.514,15.3,25.6%,42.0%,0.267,17.9,14.0%,
LAL,LAL vs. PHI,11/15/2017,,L,48,39.9%,0.248,8.3,33.3%,52.9%,0.349,14.9,18.6%,
MIN,MIN vs. SAS,11/15/2017,,W,48,50.0%,0.184,7.8,25.6%,46.2%,0.190,18.1,30.2%,
ORL,ORL @ POR,11/15/2017,,L,48,53.8%,0.114,16.5,18.4%,51.7%,0.149,13.6,22.7%,
CHI,CHI @ OKC,11/15/2017,,L,48,42.0%,0.267,17.9,14.0%,41.7%,0.514,15.3,25.6%,
SAS,SAS @ MIN,11/15/2017,,L,48,46.2%,0.190,18.1,30.2%,50.0%,0.184,7.8,25.6%,
SAC,SAC @ ATL,11/15/2017,,L,48,38.6%,0.227,12.3,20.0%,73.4%,0.203,20.6,33.3%,
UTA,UTA @ NYK,11/15/2017,,L,48,53.8%,0.215,15.3,21.4%,52.5%,0.309,12.1,30.0%,
IND,IND @ MEM,11/15/2017,,W,48,57.6%,0.235,11.9,13.5%,55.8%,0.256,14.2,26.2%,
CLE,CLE @ CHA,11/15/2017,,W,48,51.1%,0.211,13.8,32.7%,51.2%,0.326,12.6,18.6%,
DAL,DAL vs. SAS,11/14/2017,,L,48,46.9%,0.222,15.2,11.4%,48.1%,0.342,12.6,18.6%,
SAS,SAS @ DAL,11/14/2017,,W,48,48.1%,0.342,12.6,18.6%,46.9%,0.222,15.2,11.4%,
BKN,BKN vs. BOS,11/14/2017,,L,48,52.3%,0.182,14.8,18.4%,50.6%,0.314,13.6,20.9%,
TOR,TOR @ HOU,11/14/2017,,W,48,61.5%,0.538,13.3,12.8%,49.4%,0.519,18.6,31.1%,
BOS,BOS @ BKN,11/14/2017,,W,48,50.6%,0.314,13.6,20.9%,52.3%,0.182,14.8,18.4%,
HOU,HOU vs. TOR,11/14/2017,,L,48,49.4%,0.519,18.6,31.1%,61.5%,0.538,13.3,12.8%,
PHX,PHX vs. LAL,11/13/2017,,L,48,42.6%,0.211,15.5,20.0%,50.0%,0.141,15.3,17.3%,
ORL,ORL @ GSW,11/13/2017,,L,48,47.7%,0.205,10.7,9.5%,54.5%,0.182,16.2,27.9%,
UTA,UTA vs. MIN,11/13/2017,,L,48,52.4%,0.131,15.7,18.6%,59.2%,0.408,17.8,17.9%,
NYK,NYK vs. CLE,11/13/2017,,L,48,47.7%,0.250,16.7,27.7%,48.9%,0.250,20.1,28.0%,
MIL,MIL vs. MEM,11/13/2017,,W,48,56.1%,0.305,11.7,25.6%,55.9%,0.276,16.3,23.5%,
CLE,CLE @ NYK,11/13/2017,,W,48,48.9%,0.250,20.1,28.0%,47.7%,0.250,16.7,27.7%,
PHI,PHI @ LAC,11/13/2017,,W,48,53.9%,0.455,19.5,28.6%,51.2%,0.390,14.7,18.0%,
NOP,NOP vs. ATL,11/13/2017,,W,48,63.3%,0.227,20.1,21.2%,55.7%,0.103,16.5,24.4%,
GSW,GSW vs. ORL,11/13/2017,,W,48,54.5%,0.182,16.2,27.9%,47.7%,0.205,10.7,9.5%,
LAL,LAL @ PHX,11/13/2017,,W,48,50.0%,0.141,15.3,17.3%,42.6%,0.211,15.5,20.0%,
WAS,WAS vs. SAC,11/13/2017,,W,48,57.6%,0.140,11.9,28.6%,47.6%,0.214,10.9,20.0%,
POR,POR vs. DEN,11/13/2017,,W,48,56.8%,0.247,23.2,25.8%,41.1%,0.179,20.3,25.5%,
ATL,ATL @ NOP,11/13/2017,,L,48,55.7%,0.103,16.5,24.4%,63.3%,0.227,20.1,21.2%,
MIN,MIN @ UTA,11/13/2017,,W,48,59.2%,0.408,17.8,17.9%,52.4%,0.131,15.7,18.6%,
MEM,MEM @ MIL,11/13/2017,,L,48,55.9%,0.276,16.3,23.5%,56.1%,0.305,11.7,25.6%,
DEN,DEN @ POR,11/13/2017,,L,48,41.1%,0.179,20.3,25.5%,56.8%,0.247,23.2,25.8%,
SAC,SAC @ WAS,11/13/2017,,L,48,47.6%,0.214,10.9,20.0%,57.6%,0.140,11.9,28.6%,
LAC,LAC vs. PHI,11/13/2017,,L,48,51.2%,0.390,14.7,18.0%,53.9%,0.455,19.5,28.6%,
DAL,DAL @ OKC,11/12/2017,,L,48,48.9%,0.207,19.2,24.4%,60.4%,0.458,16.9,9.1%,
IND,IND vs. HOU,11/12/2017,,L,48,49.4%,0.253,13.2,15.9%,57.2%,0.200,12.9,22.7%,
DET,DET vs. MIA,11/12/2017,,W,48,56.3%,0.230,13.3,25.6%,50.6%,0.178,9.1,14.0%,
MIA,MIA @ DET,11/12/2017,,L,48,50.6%,0.178,9.1,14.0%,56.3%,0.230,13.3,25.6%,
TOR,TOR @ BOS,11/12/2017,,L,48,53.6%,0.333,18.9,16.2%,46.0%,0.218,15.7,33.3%,
BOS,BOS vs. TOR,11/12/2017,,W,48,46.0%,0.218,15.7,33.3%,53.6%,0.333,18.9,16.2%,
HOU,HOU @ IND,11/12/2017,,W,48,57.2%,0.200,12.9,22.7%,49.4%,0.253,13.2,15.9%,
OKC,OKC vs. DAL,11/12/2017,,W,48,60.4%,0.458,16.9,9.1%,48.9%,0.207,19.2,24.4%,
PHI,PHI @ GSW,11/11/2017,,L,48,53.2%,0.213,18.2,27.1%,67.1%,0.317,20.5,13.8%,
CHI,CHI @ SAS,11/11/2017,,L,48,50.0%,0.151,13.0,12.2%,70.6%,0.188,14.3,25.8%,
NYK,NYK vs. SAC,11/11/2017,,W,48,58.9%,0.167,11.0,20.5%,41.9%,0.375,13.7,25.6%,
ATL,ATL @ WAS,11/11/2017,,L,48,49.4%,0.205,23.0,24.4%,58.3%,0.359,22.5,33.3%,
NOP,NOP vs. LAC,11/11/2017,,W,48,57.5%,0.300,21.8,21.6%,46.5%,0.314,11.8,15.7%,
PHX,PHX vs. MIN,11/11/2017,,W,48,59.3%,0.279,16.7,20.0%,42.7%,0.365,10.6,32.8%,
LAL,LAL @ MIL,11/11/2017,,L,48,45.9%,0.500,21.8,19.5%,44.7%,0.306,15.5,18.4%,
DAL,DAL vs. CLE,11/11/2017,,L,48,47.8%,0.228,10.7,17.3%,50.6%,0.432,16.4,23.3%,
ORL,ORL @ DEN,11/11/2017,,L,48,53.4%,0.230,12.0,17.8%,59.8%,0.310,13.1,31.7%,
WAS,WAS vs. ATL,11/11/2017,,W,48,58.3%,0.359,22.5,33.3%,49.4%,0.205,23.0,24.4%,
MEM,MEM @ HOU,11/11/2017,,L,48,51.9%,0.228,19.6,12.5%,54.2%,0.337,15.9,23.4%,
GSW,GSW vs. PHI,11/11/2017,,W,48,67.1%,0.317,20.5,13.8%,53.2%,0.213,18.2,27.1%,
CLE,CLE @ DAL,11/11/2017,,W,48,50.6%,0.432,16.4,23.3%,47.8%,0.228,10.7,17.3%,
UTA,UTA vs. BKN,11/11/2017,,W,48,54.7%,0.294,16.0,27.9%,50.7%,0.513,17.0,23.8%,
DEN,DEN vs. ORL,11/11/2017,,W,48,59.8%,0.310,13.1,31.7%,53.4%,0.230,12.0,17.8%,
HOU,HOU vs. MEM,11/11/2017,,W,48,54.2%,0.337,15.9,23.4%,51.9%,0.228,19.6,12.5%,
SAS,SAS vs. CHI,11/11/2017,,W,48,70.6%,0.188,14.3,25.8%,50.0%,0.151,13.0,12.2%,
SAC,SAC @ NYK,11/11/2017,,L,48,41.9%,0.375,13.7,25.6%,58.9%,0.167,11.0,20.5%,
MIL,MIL vs. LAL,11/11/2017,,W,48,44.7%,0.306,15.5,18.4%,45.9%,0.500,21.8,19.5%,
BKN,BKN @ UTA,11/11/2017,,L,48,50.7%,0.513,17.0,23.8%,54.7%,0.294,16.0,27.9%,
MIN,MIN @ PHX,11/11/2017,,L,48,42.7%,0.365,10.6,32.8%,59.3%,0.279,16.7,20.0%,
LAC,LAC @ NOP,11/11/2017,,L,48,46.5%,0.314,11.8,15.7%,57.5%,0.300,21.8,21.6%,
ATL,ATL @ DET,11/10/2017,,L,48,53.9%,0.124,16.2,26.2%,50.6%,0.303,17.4,37.0%,
ORL,ORL @ PHX,11/10/2017,,W,48,60.4%,0.524,16.1,20.0%,49.5%,0.266,13.9,24.5%,
